Trip_ID,Driver_ID,Vehicle_ID,Duration_Min,Distance_KM,Avg_Speed_kmph,Max_Speed_kmph,Telemetry_Minutes,Trip_Accel_Mag_Mean,Trip_Accel_Mag_Std,Trip_Gyro_Mag_Mean,Trip_Gyro_Mag_Std,Trip_Extreme_Braking_Count,Trip_Harsh_Acceleration_Count,Trip_Extreme_Rot_Count,Trip_High_Speed_Minutes,Is_Anomalous
T00390,D26,V26,39,16.56,27.2,36.9,39,0.9979847885064961,0.04972876814230291,4.033448504592197,7.442689866876647,1,2,1,0,False
T00391,D27,V27,23,12.3,23.9,47.3,23,1.0124100277999435,0.04267345301701524,5.129277512286935,10.63155526261497,0,2,1,2,False
T00392,D27,V27,13,9.89,27.4,43.3,13,1.0093521044052873,0.043237022449937525,2.995941157766219,1.2100576959258074,0,1,0,2,False
T00393,D27,V27,45,18.97,22.1,33.8,45,1.0060141156312987,0.054695222031630034,3.000577694358535,1.3396955853791326,1,0,0,0,False
T00394,D27,V27,35,21.17,27.5,39.1,35,1.032366349029333,0.0821374831527236,5.38668955252929,7.620081148756404,2,1,3,0,False
T00395,D27,V27,18,9.8,20.5,42.3,18,1.009467578096337,0.0469065139723703,3.661045677538441,1.550901101363671,0,0,0,1,False
T00396,D27,V27,19,7.9,17.6,32.0,19,1.012400839164358,0.04649508715192433,7.230351537984023,11.81197348293076,1,0,2,0,False
T00397,D27,V27,14,8.74,18.8,30.2,14,1.0504717576513751,0.19151726358730936,6.25457470243083,8.9135796749591,0,1,2,0,True
T00398,D27,V27,36,14.8,29.8,51.3,36,1.0077350114526589,0.03882424902422731,4.012235458352802,6.461696589601821,2,3,1,6,False
T00399,D27,V27,11,6.0,24.8,45.7,11,1.008478237607819,0.04489775828000683,3.0067221373052493,0.7218477595327197,0,1,0,1,False
T00400,D27,V27,15,7.65,24.5,37.0,15,0.9997262010390852,0.030435933109425533,5.993846183764054,11.574625630726699,0,1,1,0,False
T00401,D27,V27,30,12.18,21.7,42.7,30,1.009330109290783,0.03323838369637731,4.565803115896786,7.1110701876722135,1,0,1,1,False
T00402,D27,V27,29,12.4,21.0,40.1,29,1.0248963857302429,0.05602823172149868,4.737283077970743,7.225731851554625,2,2,1,1,False
T00403,D27,V27,33,11.2,22.5,40.0,33,1.033828949220215,0.10247426870461436,6.024253810622238,10.491554756731297,1,2,3,0,False
T00404,D27,V27,29,8.97,19.6,35.0,29,1.0307381360039125,0.12023012972572532,6.716996197894594,10.870588268098563,0,0,3,0,False
T00405,D27,V27,16,7.91,22.7,38.3,16,1.032210254966337,0.05999212874884575,3.403825832767504,1.0363980960664911,1,0,0,0,False
T00406,D28,V28,11,8.66,16.7,25.6,11,1.1149570515458949,0.24749212215521754,14.518872939306005,19.050525227130002,0,0,4,0,True
T00407,D28,V28,18,8.96,17.1,25.1,18,1.0057368285353836,0.058074379841003464,3.105992536804528,1.3215273361589728,0,0,0,0,False
T00408,D28,V28,17,10.35,27.3,36.0,17,1.0083979055469214,0.03902186046459408,3.329626931235833,1.4964695218959065,0,1,0,0,False
T00409,D28,V28,31,12.2,23.2,34.8,31,1.0050716869412035,0.04968635875303592,2.997199143816504,1.4219518986411372,1,0,0,0,False
T00410,D28,V28,27,11.1,25.1,32.7,27,0.9992698545580112,0.03703296859322826,3.018470397396464,1.4712930527144805,1,1,0,0,False
T00411,D28,V28,33,24.8,17.3,25.7,33,1.0186489140307822,0.0787400525758985,4.9678545606673365,9.065869192874365,0,1,2,0,False
T00412,D28,V28,22,13.24,16.7,26.2,22,1.036733127324195,0.06808898225294396,3.130909308974841,1.2899751156227228,0,0,0,0,False
T00413,D28,V28,31,19.8,25.7,42.1,31,1.0140977906000264,0.058918249607540496,4.002062505123745,4.633074094153766,4,3,1,1,False
T00414,D28,V28,24,11.09,18.0,27.7,24,1.0221136607028494,0.05319077662400622,5.072317889159305,9.553507868275283,0,0,1,0,False
T00415,D28,V28,41,14.43,26.9,39.6,41,1.0139516289758679,0.08761633095270134,4.467424281592432,7.144547802026683,0,0,2,0,False
T00416,D28,V28,39,19.51,19.6,27.1,39,1.0310283013478347,0.08279318414804651,3.90045528122546,4.206511854654501,0,0,1,0,False
T00417,D28,V28,27,15.05,20.7,28.2,27,1.0030058124929047,0.051426266428103384,4.101585834407651,4.312462389404044,0,0,1,0,False
T00418,D28,V28,26,16.94,31.9,40.6,26,1.0101918562114796,0.04571947276342666,3.449249927187911,1.663713297832881,1,0,1,1,False
T00419,D28,V28,21,10.49,21.0,28.1,21,0.9994220382127379,0.048696190933493665,3.2995191762250005,1.362357099298738,0,0,0,0,False
T00420,D28,V28,32,15.13,22.1,31.8,32,0.9923458599814965,0.04830521700359333,3.3267056553587646,1.0502126273702925,0,0,0,0,False
T00421,D29,V29,33,21.52,26.1,47.0,33,1.0137053551477668,0.10484183730392774,3.7687608296746262,2.725495824658775,0,1,2,1,False
T00422,D29,V29,22,16.01,28.7,42.0,22,0.996735474355986,0.026966179459646158,3.385892181329084,1.5525118050486033,0,1,0,1,False
T00423,D29,V29,43,19.83,31.5,40.8,43,1.0002219736007127,0.0355360821428595,3.164563201995075,1.3899315574523723,0,0,0,1,False
T00424,D29,V09,27,16.85,27.2,38.7,27,0.9987668902534802,0.0366379748356997,3.8633695176632936,6.08002103738052,2,2,1,0,False
T00425,D29,V29,45,23.09,32.2,42.8,45,1.0051742745644223,0.035520960177478425,3.9738702478278203,7.007706774434937,1,1,2,1,False
T00426,D29,V29,34,21.91,31.0,44.6,34,1.0176139307355725,0.035784367282004334,3.3453037002112644,1.5557203068519072,2,2,0,1,False
T00427,D29,V19,36,18.57,25.2,34.4,36,1.0206280402625736,0.11370130335627177,2.762564575737445,0.8216591357161119,1,2,0,0,False
T00428,D29,V28,25,10.07,29.3,44.9,25,1.016873612127465,0.04621436644010193,3.498232570207236,1.2963863576388657,3,2,0,1,False
T00429,D29,V29,13,5.45,27.5,34.6,13,1.022433099149549,0.055771297071783126,6.219260418724692,11.76046023041154,0,1,1,0,False
T00430,D29,V14,20,8.65,26.4,36.4,20,1.018941269818767,0.03234417966218584,4.6129270252588075,9.174749344612088,1,1,1,0,False
T00431,D29,V23,22,17.16,31.7,40.0,22,1.0036736054886346,0.03953868521538475,4.699359578982037,8.592831536321022,1,1,1,0,False
T00432,D29,V10,16,11.87,18.4,28.4,16,0.994402376516058,0.04932586695805594,3.302953283297457,1.1513931773775272,0,0,0,0,False
T00433,D29,V29,39,14.96,19.3,30.3,39,1.0196657007608725,0.061445630434708694,4.007214911978206,6.865057628691224,0,0,1,0,False
T00434,D29,V29,26,11.06,23.6,29.3,26,1.0007452099455298,0.04294212106918589,3.2064590158642443,1.2978063810777865,0,0,0,0,False
T00435,D29,V02,41,16.92,17.9,24.3,41,1.0475778769107984,0.19297359042687806,3.8262112852131462,2.6077681800593866,0,0,1,0,True
T00436,D30,V30,15,8.08,18.8,27.6,15,1.0114820502992659,0.03206570134215424,6.263755688955354,12.36162862026854,0,0,1,0,False
T00437,D30,V30,31,16.49,25.2,58.0,31,0.9998779791663904,0.03662368547001349,4.815486513567095,7.007844363680974,3,2,1,2,False
T00438,D30,V30,43,27.75,19.5,35.7,43,1.0243190705861314,0.09570428042415768,5.082994781711771,7.0599938522010675,2,2,4,0,False
T00439,D30,V30,39,15.57,24.0,40.0,39,1.0094194102089216,0.09363446810328674,3.5911398535685524,1.5404089300909818,1,3,1,0,False
T00440,D30,V30,43,17.79,17.8,35.1,43,1.005381262185868,0.040252553529968566,4.609371981779334,6.032920534044987,2,0,1,0,False
T00441,D30,V30,39,16.95,14.3,35.1,39,1.0064788917451142,0.037145297353963797,3.2604723705495076,1.2578027721141731,0,1,0,0,False
T00442,D30,V30,41,15.1,27.1,41.6,41,1.0140852366014808,0.049281449142571994,6.046017708402506,11.212556872383093,1,2,4,2,False
T00443,D30,V30,25,15.35,27.0,51.3,25,1.0035963021839265,0.03210435852337042,3.1303037400239124,1.1100631059352681,1,2,0,3,False
T00444,D30,V30,29,18.85,18.4,40.9,29,1.0119107049806813,0.039614224185762624,3.4181349488547736,1.397543133388909,1,2,0,1,False
T00445,D30,V06,45,24.13,20.8,40.6,45,1.019091387128196,0.07209235091357537,4.398444196126698,6.493799821595862,1,0,2,1,False
T00446,D30,V30,29,17.61,28.2,42.0,29,1.0172864038650906,0.07683116992697259,4.857727579002006,9.580173723965206,2,2,1,2,False
T00447,D30,V30,16,6.7,25.7,47.2,16,1.0221008976766623,0.07161614319736105,2.5667652526525675,0.9040486050505031,2,1,0,2,False
T00448,D30,V30,25,9.63,28.8,43.0,25,1.0435243408523724,0.15513297403834111,3.858342542061854,1.8532912244492192,0,0,1,3,False
T00449,D30,V30,32,19.35,18.0,33.6,32,1.0031624338817011,0.03241375651475476,2.539892286108726,1.1690361290105689,0,1,0,0,False
T00450,D30,V09,22,10.57,21.9,42.5,22,1.0088403569292064,0.0435195375286914,5.672082415084662,10.746297000501464,4,3,1,1,False
